;Datum;von;bis;MW
Maximum;11.11.2013;17:00;17:15;9929
;Datum;von;bis;MW
Minimum;24.12.2013;01:45;02:00;-3282

Datum;Uhrzeit;;Wert
14.07.2013;07:00;07:15;3556
14.07.2013;07:15;07:30;3725
14.07.2013;07:30;07:45;3825
14.07.2013;07:45;08:00;3838
14.07.2013;08:00;08:15;3794
14.07.2013;08:15;08:30;3896
14.07.2013;08:30;08:45;3996
14.07.2013;08:45;09:00;4102
14.07.2013;09:00;09:15;4095
14.07.2013;09:15;09:30;4016
14.07.2013;09:30;09:45;4032
14.07.2013;09:45;10:00;4083
14.07.2013;10:00;10:15;3921
14.07.2013;10:15;10:30;3910
14.07.2013;10:30;10:45;4054
14.07.2013;10:45;11:00;4076
14.07.2013;11:00;11:15;4251
14.07.2013;11:15;11:30;4316
14.07.2013;11:30;11:45;4344
14.07.2013;11:45;12:00;4162
14.07.2013;12:00;12:15;3862
14.07.2013;12:15;12:30;3619
14.07.2013;12:30;12:45;3405
14.07.2013;12:45;13:00;3261
14.07.2013;13:00;13:15;3037
14.07.2013;13:15;13:30;2958
14.07.2013;13:30;13:45;2824
14.07.2013;13:45;14:00;2707
14.07.2013;14:00;14:15;2517
14.07.2013;14:15;14:30;2439
14.07.2013;14:30;14:45;2447
14.07.2013;14:45;15:00;2533
14.07.2013;15:00;15:15;2420
14.07.2013;15:15;15:30;2625
14.07.2013;15:30;15:45;2745
14.07.2013;15:45;16:00;2717
14.07.2013;16:00;16:15;2771
14.07.2013;16:15;16:30;2771
14.07.2013;16:30;16:45;2934
14.07.2013;16:45;17:00;3164
14.07.2013;17:00;17:15;3290
14.07.2013;17:15;17:30;3465
14.07.2013;17:30;17:45;3748
14.07.2013;17:45;18:00;3976
14.07.2013;18:00;18:15;4047
14.07.2013;18:15;18:30;4284
14.07.2013;18:30;18:45;4506
14.07.2013;18:45;19:00;4591
14.07.2013;19:00;19:15;4725
14.07.2013;19:15;19:30;4769
14.07.2013;19:30;19:45;4876
14.07.2013;19:45;20:00;5005
14.07.2013;20:00;20:15;5126
14.07.2013;20:15;20:30;5238
14.07.2013;20:30;20:45;5201
14.07.2013;20:45;21:00;5223
14.07.2013;21:00;21:15;5125
14.07.2013;21:15;21:30;5125
14.07.2013;21:30;21:45;5084
14.07.2013;21:45;22:00;5255
14.07.2013;22:00;22:15;5207
14.07.2013;22:15;22:30;5093
14.07.2013;22:30;22:45;4964
14.07.2013;22:45;23:00;4807
14.07.2013;23:00;23:15;4633
14.07.2013;23:15;23:30;4467
14.07.2013;23:30;23:45;4404
14.07.2013;23:45;24:00;4313
15.07.2013;00:00;00:15;4147
15.07.2013;00:15;00:30;4018
15.07.2013;00:30;00:45;3945
15.07.2013;00:45;01:00;3758
15.07.2013;01:00;01:15;3767
15.07.2013;01:15;01:30;3670
15.07.2013;01:30;01:45;3705
15.07.2013;01:45;02:00;3608
15.07.2013;02:00;02:15;3552
15.07.2013;02:15;02:30;3547
15.07.2013;02:30;02:45;3679
15.07.2013;02:45;03:00;3628
15.07.2013;03:00;03:15;3646
15.07.2013;03:15;03:30;3622
15.07.2013;03:30;03:45;3637
15.07.2013;03:45;04:00;3723
15.07.2013;04:00;04:15;3820
15.07.2013;04:15;04:30;3967
15.07.2013;04:30;04:45;4069
15.07.2013;04:45;05:00;4069
15.07.2013;05:00;05:15;4201
15.07.2013;05:15;05:30;4396
15.07.2013;05:30;05:45;4657
15.07.2013;05:45;06:00;4879
15.07.2013;06:00;06:15;5418
15.07.2013;06:15;06:30;5741
15.07.2013;06:30;06:45;6082
15.07.2013;06:45;07:00;6307
15.07.2013;07:00;07:15;6553
15.07.2013;07:15;07:30;6656
15.07.2013;07:30;07:45;6642
15.07.2013;07:45;08:00;6691
15.07.2013;08:00;08:15;6726
15.07.2013;08:15;08:30;6809
15.07.2013;08:30;08:45;6706
15.07.2013;08:45;09:00;6449
15.07.2013;09:00;09:15;6313
15.07.2013;09:15;09:30;6241
15.07.2013;09:30;09:45;6201
15.07.2013;09:45;10:00;5895
15.07.2013;10:00;10:15;5714
15.07.2013;10:15;10:30;5452
15.07.2013;10:30;10:45;5378
15.07.2013;10:45;11:00;5176
15.07.2013;11:00;11:15;5195
15.07.2013;11:15;11:30;5221
15.07.2013;11:30;11:45;5232
15.07.2013;11:45;12:00;5006
15.07.2013;12:00;12:15;4866
15.07.2013;12:15;12:30;4719
15.07.2013;12:30;12:45;4657
15.07.2013;12:45;13:00;4632
15.07.2013;13:00;13:15;4642
15.07.2013;13:15;13:30;4541
15.07.2013;13:30;13:45;4562
15.07.2013;13:45;14:00;4423
15.07.2013;14:00;14:15;4519
15.07.2013;14:15;14:30;4647
15.07.2013;14:30;14:45;4689
15.07.2013;14:45;15:00;4748
15.07.2013;15:00;15:15;4985
15.07.2013;15:15;15:30;4925
15.07.2013;15:30;15:45;4971
15.07.2013;15:45;16:00;5026
15.07.2013;16:00;16:15;5070
15.07.2013;16:15;16:30;5181
15.07.2013;16:30;16:45;5261
15.07.2013;16:45;17:00;5484
15.07.2013;17:00;17:15;5562
15.07.2013;17:15;17:30;5883
15.07.2013;17:30;17:45;6106
15.07.2013;17:45;18:00;6266
15.07.2013;18:00;18:15;6496
15.07.2013;18:15;18:30;6758
15.07.2013;18:30;18:45;7004
15.07.2013;18:45;19:00;7373
15.07.2013;19:00;19:15;7543
15.07.2013;19:15;19:30;7652
15.07.2013;19:30;19:45;7899
15.07.2013;19:45;20:00;8105
15.07.2013;20:00;20:15;8172
15.07.2013;20:15;20:30;8032
15.07.2013;20:30;20:45;8054
15.07.2013;20:45;21:00;8080
15.07.2013;21:00;21:15;8003
15.07.2013;21:15;21:30;7894
15.07.2013;21:30;21:45;7844
15.07.2013;21:45;22:00;7974
15.07.2013;22:00;22:15;7710
15.07.2013;22:15;22:30;7712
15.07.2013;22:30;22:45;7297
15.07.2013;22:45;23:00;7031
15.07.2013;23:00;23:15;6915
15.07.2013;23:15;23:30;6724
15.07.2013;23:30;23:45;6500
15.07.2013;23:45;24:00;6347
16.07.2013;00:00;00:15;6219
16.07.2013;00:15;00:30;6089
16.07.2013;00:30;00:45;5945
16.07.2013;00:45;01:00;5891
16.07.2013;01:00;01:15;5800
16.07.2013;01:15;01:30;5613
16.07.2013;01:30;01:45;5613
16.07.2013;01:45;02:00;5629
16.07.2013;02:00;02:15;5609
16.07.2013;02:15;02:30;5468
16.07.2013;02:30;02:45;5496
16.07.2013;02:45;03:00;5503
16.07.2013;03:00;03:15;5556
16.07.2013;03:15;03:30;5532
16.07.2013;03:30;03:45;5490
16.07.2013;03:45;04:00;5516
16.07.2013;04:00;04:15;5669
16.07.2013;04:15;04:30;5709
16.07.2013;04:30;04:45;5785
16.07.2013;04:45;05:00;5864
16.07.2013;05:00;05:15;5804
16.07.2013;05:15;05:30;5894
16.07.2013;05:30;05:45;5998
16.07.2013;05:45;06:00;6239
16.07.2013;06:00;06:15;6500
16.07.2013;06:15;06:30;6749
16.07.2013;06:30;06:45;7087
16.07.2013;06:45;07:00;7200
16.07.2013;07:00;07:15;7458
16.07.2013;07:15;07:30;7559
16.07.2013;07:30;07:45;7571
16.07.2013;07:45;08:00;7638
16.07.2013;08:00;08:15;7576
16.07.2013;08:15;08:30;7427
16.07.2013;08:30;08:45;7213
16.07.2013;08:45;09:00;7044
16.07.2013;09:00;09:15;6869
16.07.2013;09:15;09:30;6621
16.07.2013;09:30;09:45;6457
16.07.2013;09:45;10:00;6207
16.07.2013;10:00;10:15;6187
16.07.2013;10:15;10:30;5922
16.07.2013;10:30;10:45;5788
16.07.2013;10:45;11:00;5754
16.07.2013;11:00;11:15;5644
16.07.2013;11:15;11:30;5653
16.07.2013;11:30;11:45;5663
16.07.2013;11:45;12:00;5469
16.07.2013;12:00;12:15;5347
16.07.2013;12:15;12:30;5251
16.07.2013;12:30;12:45;5300
16.07.2013;12:45;13:00;5256
16.07.2013;13:00;13:15;5065
16.07.2013;13:15;13:30;4958
16.07.2013;13:30;13:45;5138
16.07.2013;13:45;14:00;5065
16.07.2013;14:00;14:15;5065
16.07.2013;14:15;14:30;5150
16.07.2013;14:30;14:45;5191
16.07.2013;14:45;15:00;5264
16.07.2013;15:00;15:15;5474
16.07.2013;15:15;15:30;5574
16.07.2013;15:30;15:45;5713
16.07.2013;15:45;16:00;5714
16.07.2013;16:00;16:15;5803
16.07.2013;16:15;16:30;5940
16.07.2013;16:30;16:45;6008
16.07.2013;16:45;17:00;6190
16.07.2013;17:00;17:15;6524
16.07.2013;17:15;17:30;6815
16.07.2013;17:30;17:45;6640
16.07.2013;17:45;18:00;6662
16.07.2013;18:00;18:15;6968
16.07.2013;18:15;18:30;7100
16.07.2013;18:30;18:45;7196
16.07.2013;18:45;19:00;7385
16.07.2013;19:00;19:15;7586
16.07.2013;19:15;19:30;7800
16.07.2013;19:30;19:45;7848
16.07.2013;19:45;20:00;7929
16.07.2013;20:00;20:15;8203
16.07.2013;20:15;20:30;8166
16.07.2013;20:30;20:45;8080
16.07.2013;20:45;21:00;8101
16.07.2013;21:00;21:15;7964
16.07.2013;21:15;21:30;7895
16.07.2013;21:30;21:45;7879
16.07.2013;21:45;22:00;7901
16.07.2013;22:00;22:15;7625
16.07.2013;22:15;22:30;7739
16.07.2013;22:30;22:45;7442
16.07.2013;22:45;23:00;7120
16.07.2013;23:00;23:15;6944
16.07.2013;23:15;23:30;6940
16.07.2013;23:30;23:45;6752
16.07.2013;23:45;24:00;6582
17.07.2013;00:00;00:15;6413
17.07.2013;00:15;00:30;6282
17.07.2013;00:30;00:45;6221
17.07.2013;00:45;01:00;6164
17.07.2013;01:00;01:15;6120
17.07.2013;01:15;01:30;5973
17.07.2013;01:30;01:45;5937
17.07.2013;01:45;02:00;5890
17.07.2013;02:00;02:15;5740
17.07.2013;02:15;02:30;5619
17.07.2013;02:30;02:45;5635
17.07.2013;02:45;03:00;5705
17.07.2013;03:00;03:15;5743
17.07.2013;03:15;03:30;5713
17.07.2013;03:30;03:45;5734
17.07.2013;03:45;04:00;5710
17.07.2013;04:00;04:15;5869
17.07.2013;04:15;04:30;5994
17.07.2013;04:30;04:45;6102
17.07.2013;04:45;05:00;6084
17.07.2013;05:00;05:15;6130
17.07.2013;05:15;05:30;6207
17.07.2013;05:30;05:45;6393
17.07.2013;05:45;06:00;6637
17.07.2013;06:00;06:15;7102
17.07.2013;06:15;06:30;7320
17.07.2013;06:30;06:45;7461
17.07.2013;06:45;07:00;7694
17.07.2013;07:00;07:15;7878
17.07.2013;07:15;07:30;7917
17.07.2013;07:30;07:45;7871
17.07.2013;07:45;08:00;7853
17.07.2013;08:00;08:15;7704
17.07.2013;08:15;08:30;7545
17.07.2013;08:30;08:45;7330
17.07.2013;08:45;09:00;7122
17.07.2013;09:00;09:15;6948
17.07.2013;09:15;09:30;6707
17.07.2013;09:30;09:45;6605
17.07.2013;09:45;10:00;6475
17.07.2013;10:00;10:15;6259
17.07.2013;10:15;10:30;6085
17.07.2013;10:30;10:45;6046
17.07.2013;10:45;11:00;5905
17.07.2013;11:00;11:15;5899
17.07.2013;11:15;11:30;5947
17.07.2013;11:30;11:45;5924
17.07.2013;11:45;12:00;5817
17.07.2013;12:00;12:15;5707
17.07.2013;12:15;12:30;5516
17.07.2013;12:30;12:45;5563
17.07.2013;12:45;13:00;5544
17.07.2013;13:00;13:15;5405
17.07.2013;13:15;13:30;5445
17.07.2013;13:30;13:45;5326
17.07.2013;13:45;14:00;5204
17.07.2013;14:00;14:15;5293
17.07.2013;14:15;14:30;5350
17.07.2013;14:30;14:45;5343
17.07.2013;14:45;15:00;5372
17.07.2013;15:00;15:15;5466
17.07.2013;15:15;15:30;5531
17.07.2013;15:30;15:45;5456
17.07.2013;15:45;16:00;5520
17.07.2013;16:00;16:15;5681
17.07.2013;16:15;16:30;5883
17.07.2013;16:30;16:45;5958
17.07.2013;16:45;17:00;6106
17.07.2013;17:00;17:15;6462
17.07.2013;17:15;17:30;6626
17.07.2013;17:30;17:45;6929
17.07.2013;17:45;18:00;7137
17.07.2013;18:00;18:15;7390
17.07.2013;18:15;18:30;7599
17.07.2013;18:30;18:45;7779
17.07.2013;18:45;19:00;7928
17.07.2013;19:00;19:15;8054
17.07.2013;19:15;19:30;8162
17.07.2013;19:30;19:45;8231
17.07.2013;19:45;20:00;8350
17.07.2013;20:00;20:15;8475
17.07.2013;20:15;20:30;8299
17.07.2013;20:30;20:45;8353
17.07.2013;20:45;21:00;8186
17.07.2013;21:00;21:15;8038
17.07.2013;21:15;21:30;7937
17.07.2013;21:30;21:45;7911
17.07.2013;21:45;22:00;7922
17.07.2013;22:00;22:15;7801
17.07.2013;22:15;22:30;7526
17.07.2013;22:30;22:45;7292
17.07.2013;22:45;23:00;6890
17.07.2013;23:00;23:15;6690
17.07.2013;23:15;23:30;6279
17.07.2013;23:30;23:45;6227
17.07.2013;23:45;24:00;6062
18.07.2013;00:00;00:15;5969
18.07.2013;00:15;00:30;5787
18.07.2013;00:30;00:45;5712
18.07.2013;00:45;01:00;5717
18.07.2013;01:00;01:15;5730
18.07.2013;01:15;01:30;5558
18.07.2013;01:30;01:45;5598
18.07.2013;01:45;02:00;5577
18.07.2013;02:00;02:15;5599
18.07.2013;02:15;02:30;5560
18.07.2013;02:30;02:45;5663
18.07.2013;02:45;03:00;5574
18.07.2013;03:00;03:15;5585
18.07.2013;03:15;03:30;5641
18.07.2013;03:30;03:45;5786
18.07.2013;03:45;04:00;5845
18.07.2013;04:00;04:15;5894
18.07.2013;04:15;04:30;6001
18.07.2013;04:30;04:45;6150
18.07.2013;04:45;05:00;6165
18.07.2013;05:00;05:15;6269
18.07.2013;05:15;05:30;6347
18.07.2013;05:30;05:45;6464
18.07.2013;05:45;06:00;6687
18.07.2013;06:00;06:15;6885
18.07.2013;06:15;06:30;7116
18.07.2013;06:30;06:45;7432
18.07.2013;06:45;07:00;7661
18.07.2013;07:00;07:15;7763
18.07.2013;07:15;07:30;7870
18.07.2013;07:30;07:45;7862
18.07.2013;07:45;08:00;7878
18.07.2013;08:00;08:15;7808
18.07.2013;08:15;08:30;7672
18.07.2013;08:30;08:45;7491
18.07.2013;08:45;09:00;7279
18.07.2013;09:00;09:15;6962
18.07.2013;09:15;09:30;6939
18.07.2013;09:30;09:45;6756
18.07.2013;09:45;10:00;6633
18.07.2013;10:00;10:15;6406
18.07.2013;10:15;10:30;6262
18.07.2013;10:30;10:45;6237
18.07.2013;10:45;11:00;6241
18.07.2013;11:00;11:15;6202
18.07.2013;11:15;11:30;6158
18.07.2013;11:30;11:45;6107
18.07.2013;11:45;12:00;6056
18.07.2013;12:00;12:15;6076
18.07.2013;12:15;12:30;5993
18.07.2013;12:30;12:45;5989
18.07.2013;12:45;13:00;5868
18.07.2013;13:00;13:15;5814
18.07.2013;13:15;13:30;5649
18.07.2013;13:30;13:45;5635
18.07.2013;13:45;14:00;5605
18.07.2013;14:00;14:15;5647
18.07.2013;14:15;14:30;5690
18.07.2013;14:30;14:45;5656
18.07.2013;14:45;15:00;5662
18.07.2013;15:00;15:15;5614
18.07.2013;15:15;15:30;5754
18.07.2013;15:30;15:45;5713
18.07.2013;15:45;16:00;5766
18.07.2013;16:00;16:15;5741
18.07.2013;16:15;16:30;5847
18.07.2013;16:30;16:45;5969
18.07.2013;16:45;17:00;6204
18.07.2013;17:00;17:15;6391
18.07.2013;17:15;17:30;6501
18.07.2013;17:30;17:45;6654
18.07.2013;17:45;18:00;6956
18.07.2013;18:00;18:15;7084
18.07.2013;18:15;18:30;7330
18.07.2013;18:30;18:45;7547
18.07.2013;18:45;19:00;7859
18.07.2013;19:00;19:15;7933
18.07.2013;19:15;19:30;8111
18.07.2013;19:30;19:45;8239
18.07.2013;19:45;20:00;8385
18.07.2013;20:00;20:15;8461
18.07.2013;20:15;20:30;8310
18.07.2013;20:30;20:45;8207
18.07.2013;20:45;21:00;8060
18.07.2013;21:00;21:15;7947
18.07.2013;21:15;21:30;7890
18.07.2013;21:30;21:45;7818
18.07.2013;21:45;22:00;7794
18.07.2013;22:00;22:15;7637
18.07.2013;22:15;22:30;7430
18.07.2013;22:30;22:45;7092
18.07.2013;22:45;23:00;6899
18.07.2013;23:00;23:15;6571
18.07.2013;23:15;23:30;6337
18.07.2013;23:30;23:45;6118
18.07.2013;23:45;24:00;5831
19.07.2013;00:00;00:15;5641
19.07.2013;00:15;00:30;5582
19.07.2013;00:30;00:45;5485
19.07.2013;00:45;01:00;5374
19.07.2013;01:00;01:15;5342
19.07.2013;01:15;01:30;5230
19.07.2013;01:30;01:45;5305
19.07.2013;01:45;02:00;5179
19.07.2013;02:00;02:15;5179
19.07.2013;02:15;02:30;5147
19.07.2013;02:30;02:45;5255
19.07.2013;02:45;03:00;5081
19.07.2013;03:00;03:15;5167
19.07.2013;03:15;03:30;5215
19.07.2013;03:30;03:45;5188
19.07.2013;03:45;04:00;5222
19.07.2013;04:00;04:15;5205
19.07.2013;04:15;04:30;5207
19.07.2013;04:30;04:45;5389
19.07.2013;04:45;05:00;5323
19.07.2013;05:00;05:15;5392
19.07.2013;05:15;05:30;5371
19.07.2013;05:30;05:45;5527
19.07.2013;05:45;06:00;5617
19.07.2013;06:00;06:15;6139
19.07.2013;06:15;06:30;6433
19.07.2013;06:30;06:45;6789
19.07.2013;06:45;07:00;6933
19.07.2013;07:00;07:15;7191
19.07.2013;07:15;07:30;7302
19.07.2013;07:30;07:45;7392
19.07.2013;07:45;08:00;7169
19.07.2013;08:00;08:15;7066
19.07.2013;08:15;08:30;6722
19.07.2013;08:30;08:45;6590
19.07.2013;08:45;09:00;6249
19.07.2013;09:00;09:15;6047
19.07.2013;09:15;09:30;5706
19.07.2013;09:30;09:45;5537
19.07.2013;09:45;10:00;5346
19.07.2013;10:00;10:15;5107
19.07.2013;10:15;10:30;5001
19.07.2013;10:30;10:45;4882
19.07.2013;10:45;11:00;4779
19.07.2013;11:00;11:15;4710
19.07.2013;11:15;11:30;4632
19.07.2013;11:30;11:45;4569
19.07.2013;11:45;12:00;4516
19.07.2013;12:00;12:15;4227
19.07.2013;12:15;12:30;4120
19.07.2013;12:30;12:45;3966
19.07.2013;12:45;13:00;3905
19.07.2013;13:00;13:15;3762
19.07.2013;13:15;13:30;3719
19.07.2013;13:30;13:45;3602
19.07.2013;13:45;14:00;3493
19.07.2013;14:00;14:15;3396
19.07.2013;14:15;14:30;3366
19.07.2013;14:30;14:45;3411
19.07.2013;14:45;15:00;3492
19.07.2013;15:00;15:15;3540
19.07.2013;15:15;15:30;3643
19.07.2013;15:30;15:45;3645
19.07.2013;15:45;16:00;3731
19.07.2013;16:00;16:15;3844
19.07.2013;16:15;16:30;3987
19.07.2013;16:30;16:45;3976
19.07.2013;16:45;17:00;3973
19.07.2013;17:00;17:15;4237
19.07.2013;17:15;17:30;4547
19.07.2013;17:30;17:45;4695
19.07.2013;17:45;18:00;4953
19.07.2013;18:00;18:15;5112
19.07.2013;18:15;18:30;5335
19.07.2013;18:30;18:45;5594
19.07.2013;18:45;19:00;5895
19.07.2013;19:00;19:15;6057
19.07.2013;19:15;19:30;6266
19.07.2013;19:30;19:45;6362
19.07.2013;19:45;20:00;6701
19.07.2013;20:00;20:15;6682
19.07.2013;20:15;20:30;6615
19.07.2013;20:30;20:45;6620
19.07.2013;20:45;21:00;6636
19.07.2013;21:00;21:15;6546
19.07.2013;21:15;21:30;6498
19.07.2013;21:30;21:45;6482
19.07.2013;21:45;22:00;6483
19.07.2013;22:00;22:15;6478
19.07.2013;22:15;22:30;6279
19.07.2013;22:30;22:45;6057
19.07.2013;22:45;23:00;5852
19.07.2013;23:00;23:15;5718
19.07.2013;23:15;23:30;5445
19.07.2013;23:30;23:45;5366
19.07.2013;23:45;24:00;5219
20.07.2013;00:00;00:15;5146
20.07.2013;00:15;00:30;4993
20.07.2013;00:30;00:45;4988
20.07.2013;00:45;01:00;4876
20.07.2013;01:00;01:15;4893
20.07.2013;01:15;01:30;4824
20.07.2013;01:30;01:45;4710
20.07.2013;01:45;02:00;4753
20.07.2013;02:00;02:15;4794
20.07.2013;02:15;02:30;4867
20.07.2013;02:30;02:45;4878
20.07.2013;02:45;03:00;4889
20.07.2013;03:00;03:15;4928
20.07.2013;03:15;03:30;4919
20.07.2013;03:30;03:45;4806
20.07.2013;03:45;04:00;4847
20.07.2013;04:00;04:15;4995
20.07.2013;04:15;04:30;4954
20.07.2013;04:30;04:45;4955
20.07.2013;04:45;05:00;4817
20.07.2013;05:00;05:15;4903
20.07.2013;05:15;05:30;4881
20.07.2013;05:30;05:45;4941
20.07.2013;05:45;06:00;4790
20.07.2013;06:00;06:15;5026
20.07.2013;06:15;06:30;5104
20.07.2013;06:30;06:45;5197
20.07.2013;06:45;07:00;5246
20.07.2013;07:00;07:15;5534
20.07.2013;07:15;07:30;5643
20.07.2013;07:30;07:45;5719
20.07.2013;07:45;08:00;5736
20.07.2013;08:00;08:15;5766
20.07.2013;08:15;08:30;5767
20.07.2013;08:30;08:45;5739
20.07.2013;08:45;09:00;5685
20.07.2013;09:00;09:15;5620
20.07.2013;09:15;09:30;5569
20.07.2013;09:30;09:45;5459
20.07.2013;09:45;10:00;5228
20.07.2013;10:00;10:15;5230
20.07.2013;10:15;10:30;5057
20.07.2013;10:30;10:45;4965
20.07.2013;10:45;11:00;4862
20.07.2013;11:00;11:15;4846
20.07.2013;11:15;11:30;4838
20.07.2013;11:30;11:45;4761
20.07.2013;11:45;12:00;4689
20.07.2013;12:00;12:15;4470
20.07.2013;12:15;12:30;4283
20.07.2013;12:30;12:45;4140
20.07.2013;12:45;13:00;3904
20.07.2013;13:00;13:15;3754
20.07.2013;13:15;13:30;3563
20.07.2013;13:30;13:45;3369
20.07.2013;13:45;14:00;3361
20.07.2013;14:00;14:15;3203
20.07.2013;14:15;14:30;3228
20.07.2013;14:30;14:45;3165
20.07.2013;14:45;15:00;3185
20.07.2013;15:00;15:15;3194
20.07.2013;15:15;15:30;3299
20.07.2013;15:30;15:45;3355
20.07.2013;15:45;16:00;3469
20.07.2013;16:00;16:15;3545
20.07.2013;16:15;16:30;3667
20.07.2013;16:30;16:45;3779
20.07.2013;16:45;17:00;3932
20.07.2013;17:00;17:15;4189
20.07.2013;17:15;17:30;4475
20.07.2013;17:30;17:45;4755
20.07.2013;17:45;18:00;4947
20.07.2013;18:00;18:15;5247
20.07.2013;18:15;18:30;5526
20.07.2013;18:30;18:45;5886
20.07.2013;18:45;19:00;6180
20.07.2013;19:00;19:15;6296
20.07.2013;19:15;19:30;6518
20.07.2013;19:30;19:45;6577
20.07.2013;19:45;20:00;6671
20.07.2013;20:00;20:15;6581
20.07.2013;20:15;20:30;6522
20.07.2013;20:30;20:45;6405
20.07.2013;20:45;21:00;6391
20.07.2013;21:00;21:15;6128
20.07.2013;21:15;21:30;6026
20.07.2013;21:30;21:45;5943
20.07.2013;21:45;22:00;6001
20.07.2013;22:00;22:15;5797
20.07.2013;22:15;22:30;5660
20.07.2013;22:30;22:45;5407
20.07.2013;22:45;23:00;5271
20.07.2013;23:00;23:15;5140
20.07.2013;23:15;23:30;4854
20.07.2013;23:30;23:45;4706
20.07.2013;23:45;24:00;4525
21.07.2013;00:00;00:15;4280
21.07.2013;00:15;00:30;4326
21.07.2013;00:30;00:45;4204
21.07.2013;00:45;01:00;4140
21.07.2013;01:00;01:15;4116
21.07.2013;01:15;01:30;4127
21.07.2013;01:30;01:45;4102
21.07.2013;01:45;02:00;4100
21.07.2013;02:00;02:15;3995
21.07.2013;02:15;02:30;4142
21.07.2013;02:30;02:45;4239
21.07.2013;02:45;03:00;4242
21.07.2013;03:00;03:15;4351
21.07.2013;03:15;03:30;4402
21.07.2013;03:30;03:45;4347
21.07.2013;03:45;04:00;4396
21.07.2013;04:00;04:15;4482
21.07.2013;04:15;04:30;4522
21.07.2013;04:30;04:45;4588
21.07.2013;04:45;05:00;4638
21.07.2013;05:00;05:15;4529
21.07.2013;05:15;05:30;4464
21.07.2013;05:30;05:45;4480
21.07.2013;05:45;06:00;4471
21.07.2013;06:00;06:15;4527
21.07.2013;06:15;06:30;4511
21.07.2013;06:30;06:45;4654
21.07.2013;06:45;07:00;4640
21.07.2013;07:00;07:15;4612
21.07.2013;07:15;07:30;4545
21.07.2013;07:30;07:45;4592
21.07.2013;07:45;08:00;4555
21.07.2013;08:00;08:15;4490
21.07.2013;08:15;08:30;4478
21.07.2013;08:30;08:45;4303
21.07.2013;08:45;09:00;4104
21.07.2013;09:00;09:15;3851
21.07.2013;09:15;09:30;3830
21.07.2013;09:30;09:45;3600
21.07.2013;09:45;10:00;3477
21.07.2013;10:00;10:15;3230
21.07.2013;10:15;10:30;3097
21.07.2013;10:30;10:45;3187
21.07.2013;10:45;11:00;3101
21.07.2013;11:00;11:15;3077
21.07.2013;11:15;11:30;3094
21.07.2013;11:30;11:45;3115
21.07.2013;11:45;12:00;2988
21.07.2013;12:00;12:15;2803
21.07.2013;12:15;12:30;2623
21.07.2013;12:30;12:45;2427
21.07.2013;12:45;13:00;2308
21.07.2013;13:00;13:15;2268
21.07.2013;13:15;13:30;2031
21.07.2013;13:30;13:45;2002
21.07.2013;13:45;14:00;2004
21.07.2013;14:00;14:15;2088
21.07.2013;14:15;14:30;2084
21.07.2013;14:30;14:45;2091
21.07.2013;14:45;15:00;2096
21.07.2013;15:00;15:15;2160
21.07.2013;15:15;15:30;2373
21.07.2013;15:30;15:45;2443
21.07.2013;15:45;16:00;2598
21.07.2013;16:00;16:15;2724
21.07.2013;16:15;16:30;2870
21.07.2013;16:30;16:45;3183
21.07.2013;16:45;17:00;3356
21.07.2013;17:00;17:15;3785
21.07.2013;17:15;17:30;4049
21.07.2013;17:30;17:45;4296
21.07.2013;17:45;18:00;4733
21.07.2013;18:00;18:15;5113
21.07.2013;18:15;18:30;5413
21.07.2013;18:30;18:45;5719
21.07.2013;18:45;19:00;6041
21.07.2013;19:00;19:15;6395
21.07.2013;19:15;19:30;6485
21.07.2013;19:30;19:45;6718
21.07.2013;19:45;20:00;6848
21.07.2013;20:00;20:15;6894
21.07.2013;20:15;20:30;6842
21.07.2013;20:30;20:45;6828
21.07.2013;20:45;21:00;6728
21.07.2013;21:00;21:15;6692
21.07.2013;21:15;21:30;6702
21.07.2013;21:30;21:45;6719
21.07.2013;21:45;22:00;6896
21.07.2013;22:00;22:15;6930
21.07.2013;22:15;22:30;6756
21.07.2013;22:30;22:45;6683
21.07.2013;22:45;23:00;6518
21.07.2013;23:00;23:15;6365
21.07.2013;23:15;23:30;6135
21.07.2013;23:30;23:45;5952
21.07.2013;23:45;24:00;5894
22.07.2013;00:00;00:15;5761
22.07.2013;00:15;00:30;5665
22.07.2013;00:30;00:45;5652
22.07.2013;00:45;01:00;5537
22.07.2013;01:00;01:15;5542
22.07.2013;01:15;01:30;5448
22.07.2013;01:30;01:45;5414
22.07.2013;01:45;02:00;5476
22.07.2013;02:00;02:15;5515
22.07.2013;02:15;02:30;5422
22.07.2013;02:30;02:45;5433
22.07.2013;02:45;03:00;5507
22.07.2013;03:00;03:15;5469
22.07.2013;03:15;03:30;5460
22.07.2013;03:30;03:45;5530
22.07.2013;03:45;04:00;5552
22.07.2013;04:00;04:15;5625
22.07.2013;04:15;04:30;5645
22.07.2013;04:30;04:45;5726
22.07.2013;04:45;05:00;5800
22.07.2013;05:00;05:15;5774
22.07.2013;05:15;05:30;5844
22.07.2013;05:30;05:45;6006
22.07.2013;05:45;06:00;6334
22.07.2013;06:00;06:15;6678
22.07.2013;06:15;06:30;7024
22.07.2013;06:30;06:45;7214
22.07.2013;06:45;07:00;7409
22.07.2013;07:00;07:15;7589
22.07.2013;07:15;07:30;7588
22.07.2013;07:30;07:45;7541
22.07.2013;07:45;08:00;7557
